,,,,,,,,,
KAMAK ASSOCIATES,,,,,,,,,
LIST OF Items   PERIOD FROM 01-04-2024 TO 14-10-2024,,,,,,,,,
,,,,,,,,,
S.No,Item Code,Item Name,Group,Brand,Model,MRP,Net Sal Qty,Close Qty,Close Val
611,RA801B22003,ROCA DEBBA ROUND RA801B22003 SLIM UF SEAT COVER,SANITARY,ROCA,DEBBA,8300,,1,2973.37
612,RA801472003,ROCA RA801472003 THE GAP SQUARE SLIM SEAT COVER,SANITARY,ROCA,THE GAP,8570,,3,11471.97
613,RA8019D2005,Roca RA8019D2005 Debba Square Slim Seat Cover,SANITARY,ROCA,DEBBA,8500,,1,3520.59
614,RA801C4200U,ROCA RA801C4200U NEXO SLIM SEAT COVER,SANITARY,ROCA,NEXO,9900,,1,3538.83
615,RA801D12003,ROCA RA801D12003 THE GAP ROUND SLIM SEAT COVER,SANITARY,ROCA,THE GAP,9900,,1,3565.75
616,RA801E22001,ROCA RA801E22001 ONA COMPACT SEAT COVER,SANITARY,ROCA,Primary,8500,,1,2390.00
617,RA816703001,ROCA RA816703001 TWIN GEL DISPENSER W/M,CP,ROCA,TWIN,5860,,1,534.48
618,RE80P397001,ROCA RE80P397001 VICTORIA SOFT CLOSE SEAT COVER WHITE,SANITARY,ROCA,VICTORIA,5100,4,2,4859.68
619,RE80P467001,ROCA RE80P467001 GIRALDA SOFT CLOSE SEAT COVER WHITE,SANITARY,ROCA,GIRALDA,5500,,1,2833.16
620,RE890010100,ROCA RE890010100 CONCEALED CISTERN WITH HALF FRAME,SANITARY,ROCA,SLENDRA PLUS,9800,46,11,42975.46
621,RE890196001,ROCA RE890196001 WALL PLATE CHROME,CP,ROCA,SLENDRA PLUS,1657,16,13,14555.84
622,RF5054018A1,ROCA RF5054018A1 FULL THREAD WASTE COUPLING,CP,ROCA,Primary,1000,94,10,3668.3
623,RF525164500,ROCA RF525164500 ANGLE VALVE,CP,ROCA,Primary,1100,323,26,11932.44
624,RF5251707NB,ROCA RF5251707NB ANGLE VALVE MATT BLACK,CP,ROCA,Primary,6400,,1,1853.00
625,RF525883100,ROCA RF525883100 Torrente 400mm Round Shower ArM,CP,ROCA,Primary,4500,2,1,1905.24
626,RF5B0250NB0,ROCA RF5B0250NB0 STRAIGHT WALL ARM BLACK,CP,ROCA,Primary,6400,,1,1930.00
627,RF5B0350C00,ROCA RF5B0350C00 WALL SHOWER ARM 500MM,CP,ROCA,Primary,4800,,2,
628,RF5B2150C00,ROCA RF5B2150C00 RAIN SENSE SHOWER,CP,ROCA,RAIN SENSE,7400,1,2,6555.74
629,RF5B2250C00,ROCA RF5B2250C00 SHOWER HEAD 200mm,CP,ROCA,Primary,8500,3,1,4113.85
630,RF5B2250NB0,ROCA RF5B2250NB0 HEAD SHOWER BLACK,CP,ROCA,Primary,10500,,2,
631,RF5B4D50G00,ROCA RF5B4D50G00 OVERHEAD SHOWER 250MM SQ GOLD,CP,ROCA,SHOWER,17640,,2,16475.42
632,RF5B4D50NM0,ROCA RF5B4D50NM0 OHS 250MM SQUARE BLACK,CP,ROCA,Primary,51000,,3,13238.19
633,RF5B4E50G00,ROCA RF5B4E50G00 SHOWER ARM 400 SHINY GOLD,CP,ROCA,SHOWER,6400,,2,5977.04
634,RF5B4E50NM0,ROCA RF5B4E50NM0 WALL SHOWER ARM 400MM BLACK,CP,ROCA,Primary,8800,,3,5883.96
635,RF5BF103C00,ROCA RF5BF103C00 STELLA  3FLOW OVER HEAD SHOWER,CP,ROCA,STELLA,1451,2,2,2665.14
636,RF5BH103C00,ROCA RF5BH103C00 STELLA SINGLE FLOW HEAD SHOWER,CP,ROCA,STELLA,2060,3,8,9002.64
637,RF890188308,ROCA RF890188308 SLENDRA PLUS WALL PLATE GLASS BLACK,CP,ROCA,SLENDRA PLUS,9680,,1,1692.51
638,RF9060A1,ROCA RF9060A1  HEALTH FAUCET WITH TUBE HOOK CHROME,CP,ROCA,Primary,3500,7,6,8520.48
639,RF9066A1,ROCA RF9066A1 BOTTLE TRAP,CP,ROCA,Primary,3100,14,8,10879.28
640,RS320435460,ROCA RS320435460 NUBA BASIN WHITE,SANITARY,ROCA,NUBA,4200,3,4,8181.24
641,RS325394460,ROCA RS325394460 VICTORIA WALL HUNG BASIN,SANITARY,ROCA,VICTORIA,4400,4,3,6341.73
642,RS325996000,ROCA RS325996000 DEBBA WALL HUNG BASIN 500*420,SANITARY,ROCA,DEBBA,13600,,1,6852.23
643,RS325998460,ROCA RS325998460 DEBBA WALL HUNG BASIN 400MM,SANITARY,ROCA,DEBBA,1682,6,5,6340.00
644,RS327060080,ROCA RS327060080 TRINE OVER COUNTER TOP BOWL BLACK,SANITARY,ROCA,TRINE,7400,,2,
645,RS327060650,ROCA RS327060650 TRINE OVER COUNTER TOP BEIGE BOWL,SANITARY,ROCA,TRINE,7400,1,1,
646,RS32722K080,ROCA RS32722K080 FUSION S OVER COUNTER BASIN BLACK,SANITARY,ROCA,FUSION-S,14700,,2,
647,RS32722K460,ROCA RS32722K460 FUSION-S ON COUNTER TOP BASIN WHITE 520x400,SANITARY,ROCA,FUSION-S,11300,,1,5982.66
648,RS32722K650,ROCA RS32722K650 FUSION S OVER COUNTER TOP BASIN BEIGE,SANITARY,ROCA,FUSION-S,14700,,2,
649,RS32722M460,ROCA RS32722M460 FUSION-O ON COUNTER TOP BASIN WHITE,SANITARY,ROCA,FUSION-O,8700,,1,4337.94
650,RS32727600B,ROCA RS32727600B HORIZON GEOMETRIC BOWL SHINY WHITE,SANITARY,ROCA,HORIZON,18500,,1,6188.00
651,RS32727610B,ROCA RS32727610B CUBA GEOMATERIC HORIZON,SANITARY,ROCA,Primary,24000,,1,5715.00
652,RS327450460,ROCA RS327450460 LOOP ON COUNTER TOP BASIN,SANITARY,ROCA,LOOP,8000,,1,4219.26
653,RS32745D460,ROCA RS32745D460 ZUN BOWL,SANITARY,ROCA,Primary,16400,,2,15263.32
654,RS32745D650,ROCA RS32745D650 ZUN OVER COUNTER TOP BASIN BEIGE,SANITARY,ROCA,Zun,21300,,2,
655,RS327474000,ROCA RS327474000 THE GAP WASH BASIN,SANITARY,ROCA,THE GAP,22000,,1,8162.1
656,RS327476460,ROCA RS327476460 THE GAP WALL HUNG BASIN 500MM,SANITARY,ROCA,THE GAP,9000,,2,9379.52
657,RS32747S000,Roca Rs32747s000 The Gap Sq Semi Recessed Wash Basin,SANITARY,ROCA,THE GAP,15100,,1,
658,RS32747Y410,ROCA RS32747Y410 THE GAP SEMI INSERT BASIN W TAP HOLE PERGAM,SANITARY,ROCA,THE GAP,5530,,1,
659,RS3275L000C,ROCA RS3275L000C ONA LIGHT COUNTER TOP BASIN 500,SANITARY,ROCA,Primary,8500,,1,
660,RS327642000,ROCA RS327642000 NEXO WALL HUNG BASIN WHITE 550x450,SANITARY,ROCA,NEXO,13180,,2,5902.08
661,RS327643000,ROCA RS327643000 NEXO WALL HUNG BASIN WHITE 450x385,SANITARY,ROCA,NEXO,10100,,1,4838.42
662,RS327654460,ROCA RS327654460 KHROMA BOWL BASIN WHITE,SANITARY,ROCA,KHROMA,8500,,1,5195.83
663,RS32765J64C,ROCA RS32765J64C KHROMA BOWL BLACK,SANITARY,ROCA,KHROMA,20500,,1,
664,RS327689S00,ROCA RS327689S00 ONA WALL HUNG BASIN 800MM,SANITARY,ROCA,Primary,21712,,1,10126.00
665,RS32768L00C,ROCA RS32768L00C ONA SEMI INSERT BASIN W TAP HOLE,SANITARY,ROCA,Primary,12500,,1,
666,RS327863460,ROCA RS327863460 JAVA IN COUNTER TOP BASIN WHITE 560x475mm,SANITARY,ROCA,JAVA,4640,1,2,4859.66
667,RS327875001,ROCA RS327875001 CORAL COUNTER TAP BASIN,SANITARY,ROCA,CORAL,11430,,1,4876.74
668,RS327876080,ROCA RS327876080 BOL OVER COUNTER TOP BASIN BLACK MATT,SANITARY,ROCA,BOL,10500,,2,
669,RS327876460,ROCA RS327876460 BOL BOWL BASIN WHITE,SANITARY,ROCA,BOL,6212,5,2,8005.62
670,RS327876650,ROCA RS327876650 BOL BOWL BEIGE,SANITARY,ROCA,BOL,10500,,2,
671,RS327A13000,ROCA RS327A13000  OHTAKE ON COUNTER TOP BASIN SHINY WHITE,SANITARY,ROCA,OHTAKE,21000,,1,9857.13
672,RS327C10100,ROCA RS327C10100 OPTICA BOWL ONYX 450X300,SANITARY,ROCA,Primary,12100,,1,3318.00
673,RS330430460,ROCA RS330430460 NUBA SEMI PEDESTAL WHITE,SANITARY,ROCA,NUBA,2300,3,2,2129.42
674,RS336312465,ROCA RS336312465 VICTORIA SEMI PEDESTAL WHITE,SANITARY,ROCA,VICTORIA,2510,4,1,1201.87
675,RS337471460,ROCA RS337471460 THE GAP SEMI PEDESTAL WHITE,SANITARY,ROCA,THE GAP,5000,,2,5387.88
676,RS337611000,ROCA RS337611000 NEXO SEMI PEDESTAL WHITE,SANITARY,ROCA,NEXO,8700,,1,4822.88
677,RS337991000,Roca Rs337991000 Debba Short Pedestal With (550mm),SANITARY,ROCA,DEBBA,7500,,1,3775.18
678,RS341307000,ROCA RS341307000 VICTORIA CISTERN WHITE,SANITARY,ROCA,VICTORIA,7700,4,1,3858.76
679,RS3460NL460,ROCA RS3460NL460 THE GAP ROUND WALVIT PAN,SANITARY,ROCA,THE GAP,16800,,1,6958.00
680,RS346303460,ROCA RS346303460 VICTORIA OPEN RIM WC PAN,SANITARY,ROCA,VICTORIA,9000,2,1,3975.28
681,RS346307460,ROCA RS346307460 VICTORIA BOX RIM WC PAN,SANITARY,ROCA,VICTORIA,10600,4,1,5286.71
682,RS346430460,ROCA RS346430460 NUBA WALL HUNG BOX RIM WC PAN,SANITARY,ROCA,NUBA,11500,4,2,7746.64
683,RS346467460,ROCA RS346467460 GIRALDA BOX RIM WALVIT PAN,SANITARY,ROCA,GIRALDA,11700,,1,6081.95
684,RS34647A000,ROCA RS34647A000 THE GAP COMPACT RIMLESS WALVIT PAN,SANITARY,ROCA,THE GAP,16600,1,1,7037.69
685,RS34647L460,ROCA RS34647L460 THE GAP RIMLESS WALL HUNG WHITE,SANITARY,ROCA,THE GAP,23500,,3,25451.28
686,RS34664L000,ROCA RS34664L000 NEXO RIMLESS WALL HUNG CLOSET WHITE,SANITARY,ROCA,NEXO,31700,,1,11872.24
687,RS346688S00,ROCA RS346688S00 ONA COMPACT WALL HUNG CLOSET,SANITARY,ROCA,Primary,36000,,1,10126.00
688,RS346998000,ROCA RS346998000 DEBBA RIMLESS WALL HUNG ROUND WHITE,SANITARY,ROCA,DEBBA,14500,,1,7256.68
689,RS34699L000,ROCA RS34699L000 DEBBA SQUARE WALL HUNG WATER CLOSET RIMLESS,SANITARY,ROCA,DEBBA,20200,,1,5432.58
690,RS35364P460,ROCA RS35364P460 THE GAP W/M BACK INLET URINAL,SANITARY,ROCA,THE GAP,14600,,1,
691,RS3590J300C,ROCA RS3590J300C PROTON R/L W/M BACK INLET URINAL,SANITARY,ROCA,PROTON,19900,,1,
692,RS3590J400C,ROCA RS3590J400C PROTON URINAL,SANITARY,ROCA,Primary,44000,6,1,
693,RS35945J460,ROCA RS35945J460 URINAL BACK INLET WHITE,CP,ROCA,URINAL PUSH,12640,,1,4159.9
694,RT525227403CA1,ROCA RT525227403CA1 Monodin-n CONCEALED PILLAR COCK BODY,CP,ROCA,Monodin-n,2730,,2,2756.5
695,RT5253089G0,ROCA RT5253089G0 ESCUADRA PVD BATH SPOUT GOLD,CP,ROCA,ESCUADRA,12000,,2,10095.9
696,RT5253089NM,ROCA RT5253089NM ESCUADRA BATH SPOUT BLACK,CP,ROCA,ESCUADRA,13800,,1,2892.93
697,RT5258335A1,ROCA RT5258335A1 R44 SINGLE LEVER CONCEALED DIVERTER,CP,ROCA,Monojet-n,6000,,2,6113.2
698,RT5258390A1,ROCA RT5258390A1 MONosJET-N UPPER CHROMED PARTS CHROME,CP,ROCA,Monojet-n,4500,,2,5566.08
699,RT5258433A1,Roca RT5258433A1Single Lever Concealed Diverter,CP,ROCA,Monodin-n,5900,12,3,8617.17
700,RT5A0103CA1,ROCA RT5A0103CA1 ESTRELLA WALL SPOUT WITH SQUAREM WALL FLANG,CP,ROCA,ESTRELLA,3000,,3,4517.31
701,RT5A0620G0N,ROCA RT5A0620G0N SHOWER MIXER GOLD,CP,ROCA,SHOWER,27860,,2,28625.44
702,RT5A0620NMN,ROCA RT5A0620NMN ESCUADRA SHOWER MIXER BLACK,CP,ROCA,ESCUADRA,29900,,3,19122.15
703,RT5A066ENB0,ROCA RT5A066ENB0 CALA BATH SHOWER MIXER,CP,ROCA,Primary,20000,,1,
704,RT5A074FCA1,ROCA RT5A074FCA1 VICTORIA PLUS HF UPPER TRIM,CP,ROCA,Primary,4000,,2,2206.00
705,RT5A087CCNK,ROCA RT5A087CCNK ESCUADRA SPOUT BRUSHED BLACK,CP,ROCA,ESCUADRA,17000,,2,
706,RT5A087CNBK,ROCA RT5A087CNBK SPOUT W DIV BLACK MATT,CP,ROCA,Primary,22200,,1,7584.00
707,RT5A0Z09CA1,ROCA RT5A0Z09CA1 L 20 CONCEALED DIVERTER,CP,ROCA,L 20,3900,,1,2043.00
708,RT5A0Z98CA1,ROCA RT5A0Z98CA1 MONODIN N BATH SHOWER UPPER TRIM,CP,ROCA,Monodin-n,4900,,1,1983.00
709,RT5A3020G0N,ROCA RT5A3020G0N ESCUADRA BASIN MIXER WITH POP UP WASTE GOLD,SANITARY,ROCA,ESCUADRA,26670,,2,13487.88
710,RT5A307AC0H,Roca Rt5a307ac0h Saona Basin Mixer With Popup Waste Coupl,SANITARY,ROCA,SAONA,8000,,1,
711,RT5A3107CA1,Roca Rt5a3107ca1 Monodin Basin Mixer,SANITARY,ROCA,Primary,7680,13,4,
712,RT5A3125CA1,ROCA RT5A3125CA1 VICTORIA-N BASIN MIXER WITH AERATOR CHROME,CP,ROCA,VICTORIA-N,6580,,1,3558.2
713,RT5A326ENBN,ROCA RT5A326ENBN CALA BASIN MIXER SMOOTH BODY,CP,ROCA,Primary,17000,,1,4688.00
714,RT5A3721C0B,ROCA RT5A3721C0B SINGLE ONE TALL PILLAR TAP CHROME,CP,ROCA,SINGLE ONE,7900,,1,3971.88
715,RT5A4221C0B,ROCA RT5A4221C0B SINGLE ONE PILLAR TAP CHROME,CP,ROCA,SINGLE ONE,6700,3,1,3552.19
716,RT5A4225CA1,ROCA RT5A4225CA1 VICTORIA-N PILLAR COCK CHROME,CP,ROCA,VICTORIA-N,3100,,3,2871.39
717,RT5A424FCA1,ROCA RT5A424FCA1 VICTORIA PLUS PILLAR COCK,CP,ROCA,Primary,3250,17,2,1793.00
718,RT5A4298CA1,ROCA RT5A4298CA1 MONODIN N PILLAR COCK,CP,ROCA,Monodin-n,3900,,4,7857.28
719,RT5A5701C00,ROCA RT5A5701C00 L90 SENSOR TAP AC,CP,ROCA,L 90,73650,,1,9473.14
720,RT5A6590CA1,ROCA RT5A6590CA1 WALL MOUNTED PILLAR COCK UPPER TRIM,CP,ROCA,Primary,5690,,1,2867.59
721,RT5A6598CA1,ROCA RT5A6598CA1 Monodin-n WALL MOUNTED PILLAR COCK UPPER TR,CP,ROCA,Primary,3870,,1,1719.00
722,RT5A784FCA1,ROCA RT5A784FCA1 VICTORIA PLUS BIB COCK,CP,ROCA,Primary,2875,,1,1186.00
723,RT5A7909CA1,ROCA RT5A7909CA1 L 20 SINK COCK,CP,ROCA,L 20,4200,2,4,8449.96
724,RT5A7998CA1,ROCA RT5A7998CA1 Monodin N Wall Mounted Sink Tap(chrome),CP,ROCA,Monodin-n,4400,15,5,6848.3
725,RT5E3504CA1,ROCA RT5E3504CA1 VICTORIA PLUS CON BODY DIV HF,CP,ROCA,Primary,6800,,2,3751.4
726,RT9041CA1,ROCA RT9041CA1 TIP TON SPOUT,CP,ROCA,Primary,6380,,1,2385.03
727,RA801732001,ROCA THE GAP SQ COMPACT RA801732001 SLIM SEAT COVER,SANITARY,ROCA,Primary,9000,1,1,3229.57
728,SG05,SANGAM BRASS FLANGE,CP,SANGAM,Primary,34,313,64,1950.72
729,WT24,WASHING MACHINE TAP,CP,WATER-TEC,Primary,439,3,3,790.2
730,WT58,WASTE PIPE,CP,WATER-TEC,Primary,100,174,43,1926.4
731,WT35W,WATER-TEC   CONNECTION WHITE 1.5 MTR,CP,WATER-TEC,Primary,283,8,8,1205.12
732,WT32W,WATER-TEC   CONNECTION WHITE 15x450mm,CP,WATER-TEC,Primary,116,251,25,1540.00
733,WT31W,WATER-TEC   CONNECTION WHITE 15x600mm,CP,WATER-TEC,Primary,130,419,27,1859.76
734,WT16,WATER-TEC   WT 16 BATHROOM CABINET WITH MIRROR WHITE,SANITARY,WATER-TEC,Primary,2807,8,2,3207.62
735,WT2013,WATER-TEC WT2013 HF ICON HEALTH FAUCET,CP,WATER-TEC,ICON,753,,2,
736,WT70,WATER-TEC WT70 SQ HEALTH FAUCET,CP,WATER-TEC,Primary,654,,2,
,,,,,,5662463,8453,3070,4399399
